x	y	point	species
781644.9968	7408107		
781661.9968	7408117		
781657.9968	7408169		
781641.9968	7408167		
781653.9968	7408184		
781655.9968	7408177		
781669.9968	7408149		
781625.9968	7408110		
781648.9968	7408105		
781650.7295	7408105.565	AG341	Pereskia aculeata
781650.7295	7408105.565	AG341	Pereskia aculeata
781650.7295	7408105.565	AG341	Pereskia aculeata
781653.9968	7408082		
781663.9968	7408079		
781681.9968	7408073		
781690.9968	7408068		
781686.458	7408069.849	AG342	Pereskia aculeata
781705.9968	7408070		
781724.9968	7408068		
781725.9968	7408070		
781740.9968	7408056		
781750.9968	7408046		
781768.2835	7408048.338	AG228	Pereskia aculeata
781768.2835	7408048.338	AG228	Pereskia aculeata
781768.2835	7408048.338	AG228	Pereskia aculeata
781768.2835	7408048.338	AG228	Pereskia aculeata
781768.2835	7408048.338	AG228	Pereskia aculeata
781768.2835	7408048.338	AG228	Pereskia aculeata
781768.2835	7408048.338	AG228	Pereskia aculeata
781768.2835	7408048.338	AG228	Pereskia aculeata
781768.9968	7408059		
781784.9968	7408061		
781791.1126	7408070.624	FG15	Cariniana estrelensis
781791.1126	7408070.624	FG15	Cariniana estrelensis
781791.1126	7408070.624	FG15	Cariniana estrelensis
781791.1126	7408070.624	FG15	Cariniana estrelensis
781796.9968	7408055		
781785.1945	7408071.397	AG343	Pereskia aculeata
781786.9968	7408071		
781772.9968	7408078		
781769.9968	7408080		
781766.1345	7408080.299	DG25	
781724.2994	7407588.552	DG22	
781740.9968	7407595		
781753.9968	7407611		
781770.3663	7407617.374	AG344	Pereskia aculeata
781773.9968	7407620		
781770.9968	7407619		
781797.9968	7407612		
781798.9968	7407613		
781799.9968	7407620		
781805.9968	7407631		
781847.9968	7407663		
781855.9968	7407699		
781859.9968	7407725		
781867.9968	7407738		
781890.9968	7407767		
781893.9968	7407785		
781891.0444	7407798.162	AG345	Eugenia sp.
781891.0444	7407798.162	AG345	Eugenia sp.
781891.0444	7407798.162	AG345	Eugenia sp.
781891.0444	7407798.162	AG345	Eugenia sp.
781891.0444	7407798.162	AG345	Eugenia sp.
781891.0444	7407798.162	AG345	Eugenia sp.
781885.9968	7407801		
781860.9968	7407834		
781861.9968	7407835		
781869.9968	7407850		
781869.9968	7407855		
781867.9968	7407843		
781865.9968	7407852		
781863.9968	7407853		
781863.9968	7407848		
781864.9968	7407849		
781861.9968	7407846		
781835.9968	7407842		
781832.9968	7407844		
781812.9826	7407839.887	AG346	Pereskia aculeata
781812.9826	7407839.887	AG346	Pereskia aculeata
781812.9826	7407839.887	AG346	Pereskia aculeata
781804.9968	7407864		
781797.2475	7407862.131	AG235	Pereskia aculeata
781797.2475	7407862.131	AG235	Pereskia aculeata
781797.2475	7407862.131	AG235	Pereskia aculeata
781797.2475	7407862.131	AG235	Pereskia aculeata
781795.9968	7407888		
781802.9968	7407894		
781800.9968	7407881		
781790.2558	7407886.986	AG347	Pereskia aculeata
781790.2558	7407886.986	AG347	Pereskia aculeata
781796.9968	7407893		
781786.9968	7407912		
781775.9968	7407908		
781770.9968	7407914		
781774.9968	7407915		
781768.9968	7407937		
781771.9968	7407938		
781780.9968	7407961		
781771.9968	7407973		
781772.3399	7408003.594	AG349	Pereskia aculeata
781772.3399	7408003.594	AG349	Pereskia aculeata
781776.9968	7408011		
781793.9968	7408003		
781820.8159	7408003.223	FG32	Cariniana estrelensis
781826	7408006	FG37	Cariniana estrelensis
781826	7408006	FG37	Cariniana estrelensis
781827.7419	7408007.188	AG350	Pereskia aculeata
781840.9968	7408009		
781842.9968	7408007		
781841.9968	7408012		
781843.1857	7408017.641	AG229	Pereskia aculeata
781843.1857	7408017.641	AG229	Pereskia aculeata
781843.1857	7408017.641	AG229	Pereskia aculeata
781843.1857	7408017.641	AG229	Pereskia aculeata
781845.9968	7408022		
781839.9968	7408023		
781845.9968	7408024		
781852.9968	7408034		
781861.9968	7408043		
781867.9968	7408048		
781855.9968	7408015		
781880.9968	7408020		
781886.9968	7408008		
781885.3271	7408012.403	DG26	
781885.3271	7408012.403	DG26	
781887.9968	7408015		
781894.9968	7408034		
781884.9968	7408010		
781885.9968	7408008		
781895.9968	7407984		
781906.9968	7407974		
781867.1676	7407897.266	AG125	Celtis iguanaea
781867.1676	7407897.266	AG125	Celtis iguanaea
781867.1676	7407897.266	AG125	Celtis iguanaea
781867.1676	7407897.266	AG125	Celtis iguanaea
781867.1676	7407897.266	AG125	Celtis iguanaea
781867.1676	7407897.266	AG125	Celtis iguanaea
781867.1676	7407897.266	AG125	Celtis iguanaea
781867.1676	7407897.266	AG125	Celtis iguanaea
781895.9968	7407834		
781885.9968	7407833		
781887.9968	7407848		
781891.9968	7407828		
781891.0444	7407798.162	AG345	Eugenia sp.
781891.0444	7407798.162	AG345	Eugenia sp.
781900.9968	7407793		
781837.9968	7407794		
781789.9968	7407783		
781775.9968	7407772		
781773.2992	7407770.6	AG330	Syagrus romanzoffiana
781773.2992	7407770.6	AG330	Syagrus romanzoffiana
781788.8264	7407790.806	AG351	Pereskia aculeata
781788.8264	7407790.806	AG351	Pereskia aculeata
781788.8264	7407790.806	AG351	Pereskia aculeata
781788.8264	7407790.806	AG351	Pereskia aculeata
781788.8264	7407790.806	AG351	Pereskia aculeata
781788.8264	7407790.806	AG351	Pereskia aculeata
781788.8264	7407790.806	AG351	Pereskia aculeata
781788.8264	7407790.806	AG351	Pereskia aculeata
781788.8264	7407790.806	AG351	Pereskia aculeata
781777.9968	7407782		
781766.9968	7407795		
781754.9968	7407793		
781757.9968	7407781		
781739.9968	7407785		
781731.9968	7407766		
781719.0802	7407748.589	AG214	Pereskia aculeata
781715.9968	7407735		
781788.8264	7407790.806	AG351	Pereskia aculeata
781718.9968	7407738		
781714.9968	7407736		
781702.9968	7407727		
781686.9968	7407711		
781687.9968	7407713		
781696.7617	7407715.767	AG353	Pereskia aculeata
781697.9968	7407695		
781698.9968	7407701		
781697.6152	7407701.23	AG354	Pereskia aculeata
781697.6152	7407701.23	AG354	Pereskia aculeata
781697.6152	7407701.23	AG354	Pereskia aculeata
781697.6152	7407701.23	AG354	Pereskia aculeata
781706.9968	7407691		
781702.9968	7407696		
781707.9968	7407693		
781695.9968	7407686		
781718.9968	7407652		
781722.9968	7407648		
781722.9968	7407632		
781720.9968	7407637		
781713.9968	7407643		
781737.9968	7407640		
781738.9968	7407645		
781739.9968	7407640		
781739.9968	7407640		
781749.9968	7407648		
781757.9968	7407648		
781767.9968	7407648		
781777.9968	7407664		
781772.9968	7407666		
781771.9968	7407664		
781778.9968	7407659		
781793.9968	7407640		
781792.9968	7407645		
781809.9968	7407641		
781836.9968	7407662		
781834.9968	7407672		
781823.9968	7407664		
781837.9968	7407651		
781843.6881	7407638.133	AG249	Pereskia aculeata
781837.9968	7407630		
781860.9968	7407632		
781851.9968	7407596		
781857.9968	7407602		
781878.6795	7407606.545	FG10	Cariniana estrelensis
781878.6795	7407606.545	FG10	Cariniana estrelensis
781891.9968	7407609		
781888.9968	7407613		
781888.9968	7407612		
781910.9968	7407597		
781905.9968	7407587		
781918.7904	7407591.146	AG355	Pereskia aculeata
781916.9968	7407590		
781931.9968	7407589		
781942.272	7407604.993	AG356	Pereskia aculeata
781942.272	7407604.993	AG356	Pereskia aculeata
781950.9968	7407598		
781957.9968	7407579		
781991.2586	7407593.752	AG287	Pereskia aculeata
781991.2586	7407593.752	AG287	Pereskia aculeata
781997.9968	7407581		
781998.9968	7407584		
782012.9968	7407560		
782018.9968	7407559		
782027.9968	7407521		
782024.1219	7407526.281	DG24	
782024.1219	7407526.281	DG24	
782020.9968	7407565		
782031.9968	7407571		
782033.6585	7407596.702	AG357	Pereskia aculeata
782012.6978	7407634.794	AG358	Syagrus romanzoffiana
782012.6978	7407634.794	AG358	Syagrus romanzoffiana
782003.9968	7407639		
781983.9968	7407655		
781966.0935	7407652.529	AG359	gum sp. 3
781956.4435	7407634.534	FG05	Cariniana estrelensis
781956.4435	7407634.534	FG05	Cariniana estrelensis
781946.9887	7407680.273	AG302	Pereskia aculeata
781946.9887	7407680.273	AG302	Pereskia aculeata
781946.9887	7407680.273	AG302	Pereskia aculeata
781922.9968	7407666		
781912.9968	7407652		
781903.9308	7407642.971	FG38	Cariniana estrelensis
781864.9968	7407644		
781843.6881	7407638.133	AG249	Pereskia aculeata
781814.9968	7407639		
781794.9968	7407642		
781794.9968	7407642		
781794.9968	7407642		
781812.9968	7407662		
781809.5989	7407657.746	AG361	Pereskia aculeata
781809.5989	7407657.746	AG361	Pereskia aculeata
781804.507	7407674.798	AG362	Pereskia aculeata
781804.507	7407674.798	AG362	Pereskia aculeata
781807.9968	7407677		
781777.9968	7407689		
781765.9437	7407696.262	FG17	Cariniana estrelensis
781765.9437	7407696.262	FG17	Cariniana estrelensis
781765.9437	7407696.262	FG17	Cariniana estrelensis
781762.9968	7407714		
781746.1038	7407728.451	AG363	Pereskia aculeata
781746.1038	7407728.451	AG363	Pereskia aculeata
781748.1394	7407738.501	AG364	Syagrus romanzoffiana
781730.9968	7407745		
781719.0802	7407748.589	AG214	Pereskia aculeata
781739.5722	7407745.094	AG328	Pereskia aculeata
781737.9968	7407748		
781736.9968	7407769		
781735.9968	7407770		
781695.9968	7407835		
781708.9968	7407851		
781698.9968	7407867		
781665.9968	7407855		
781649.9968	7407874		
781637.9968	7407904		
781640.7971	7407928.752	AG340	Pereskia aculeata
781640.7971	7407928.752	AG340	Pereskia aculeata
781649.9968	7407960		
781632.9968	7407955		
781622.9968	7407974		
781611.9968	7407995		
781607.9968	7407994		
781617.9968	7408000		
781607.9968	7408015		
781608.9968	7408010		
781608.312	7408027.346	AG365	Pereskia aculeata
781608.312	7408027.346	AG365	Pereskia aculeata
781608.312	7408027.346	AG365	Pereskia aculeata
781608.312	7408027.346	AG365	Pereskia aculeata
781608.312	7408027.346	AG365	Pereskia aculeata
781608.312	7408027.346	AG365	Pereskia aculeata
781608.312	7408027.346	AG365	Pereskia aculeata
781608.312	7408027.346	AG365	Pereskia aculeata
781638.102	7408039.3	AG366	Pereskia aculeata
781638.102	7408039.3	AG366	Pereskia aculeata
781638.102	7408039.3	AG366	Pereskia aculeata
781645.9968	7408068		
781650.9968	7408074		
781648.9968	7408087		
781653.9968	7408110		
781661.9968	7408142		
781663.9968	7408165		
781673.9968	7408185		
781697	7408200	RG03	Myrocarpus frondosus
781697	7408200	RG03	Myrocarpus frondosus
781697	7408200	RG03	Myrocarpus frondosus
781697	7408200	RG03	Myrocarpus frondosus
781697	7408200	RG03	Myrocarpus frondosus
781697	7408200	RG03	Myrocarpus frondosus
781697	7408200	RG03	Myrocarpus frondosus
781697	7408200	RG03	Myrocarpus frondosus
781697	7408200	RG03	Myrocarpus frondosus
781697	7408200	RG03	Myrocarpus frondosus
781716.4373	7408204.167	AG367	Pereskia aculeata
781716.4373	7408204.167	AG367	Pereskia aculeata
781716.4373	7408204.167	AG367	Pereskia aculeata
781730.9968	7408194		
781749.9968	7408187		
781761.9968	7408173		
781787.9968	7408164		
781790.9968	7408159		
781800.9968	7408165		
781816.9968	7408166		
781825.9968	7408150		
781843.9968	7408157		
781862.9968	7408162		
781882.9968	7408156		
781898.7501	7408157.786	AG368	Pereskia aculeata
781898.7501	7408157.786	AG368	Pereskia aculeata
781922.9968	7408141		
781929.9968	7408138		
781932.9968	7408149		
781965.8061	7408107.292	AG369	Pereskia aculeata
781965.8061	7408107.292	AG369	Pereskia aculeata
781965.8061	7408107.292	AG369	Pereskia aculeata
781965.8061	7408107.292	AG369	Pereskia aculeata
781976.9968	7408091		
781975.9968	7408086		
782009.9968	7408064		
782034.0367	7408027.735	AG232	Pereskia aculeata
782047.9968	7408007		
782057.9968	7407985		
782069.9968	7407961		
782073.8524	7407932.874	DG20	
