"id_feces","datetime","n_seeds","n_sp_feces","sp_seed","n_seeds_sp","dispersal","disp_event","def_east","def_north"
"FGA1",2019-04-11 07:14:00,5,1,"Celtis iguanaea",5,"Yes","SDA1",781894.405185706,7407642.48480937
"FGA2",2019-04-11 08:24:00,1,1,"Celtis iguanaea",1,"Yes","SDA2",781927.369882474,7407424.94936604
"FGA3",2019-04-11 08:40:00,3,2,"Cordia ecalyculata",1,"Yes","SDA3",781940.89027332,7407383.34965821
"FGA3",2019-04-11 08:40:00,NA,NA,"Celtis iguanaea",2,"Yes","SDA4",781940.89027332,7407383.34965821
"FGA4",2019-04-11 08:43:00,0,1,"Syagrus romanzzoffiana",0,"No",NA,781950.425355212,7407389.70722307
"FGA5",2019-04-11 09:15:00,0,1,"Syagrus romanzoffiana",0,"No",NA,781993.273554926,7407362.83709989
"FGA6",2019-04-11 11:29:00,3,1,"Diospyros inconstans",3,"Yes","SDA5",782212.139089998,7407522.12933442
"FGA7",2019-04-11 12:58:00,3,1,"Diospyros inconstans",3,"Yes","SDA6",781971.855957307,7407755.71514748
"FGA8",2019-04-11 14:42:00,3,1,"Celtis iguanaea",3,"Yes","SDA7",781891.899604103,7407928.48976434
"FGA9",2019-04-11 14:48:00,2,1,"Celtis iguanaea",2,"Yes","SDA8",781893.521597567,7407927.67834575
"FGA10",2019-04-11 15:28:00,5,1,"Celtis iguanaea",5,"Yes","SDA10",781889.564954973,7407918.55672624
"FGA11",2019-04-11 15:34:00,4,1,"Celtis iguanaea",3,"Yes","SDA9",781903.752078027,7407895.5618651
"FGA12",2019-04-12 06:53:00,1,1,"Celtis iguanaea",1,"Yes","SDA11",781905.346248188,7407658.23560838
"FGA13",2019-04-12 06:53:00,5,1,"Celtis iguanaea",5,"Yes","SDA12",781905.346248188,7407658.23560838
"FGA14",2019-04-12 06:53:00,4,1,"Celtis iguanaea",4,"Yes","SDA13",781905.346248188,7407658.23560838
"FGA15",2019-04-12 07:34:00,1,1,"Celtis iguanaea",1,"Yes","SDA14",781714.976364218,7407657.33695563
"FGA16",2019-04-12 08:26:00,3,1,"Celtis iguanaea",3,"Yes","SDA15",781637.082812314,7407729.20860018
"FGA17",2019-04-12 08:36:00,6,1,"Annona emarginata",6,"No",NA,781639.404634434,7407732.7129742
"FGA18",2019-04-12 08:41:00,6,1,"Annona emarginata",6,"Yes","SDA16",781633.291519676,7407744.79547686
"FGA19",2019-04-12 12:37:00,0,1,"Syagrus romanzoffiana",0,"No",NA,781736.332000722,7408083.75129453
"FGA20",2019-04-13 10:49:00,0,1,"Syagrus romanzoffiana",0,"No",NA,781892.605315116,7407254.81751425
"FGA21",2019-04-13 10:26:00,1,1,"Celtis iguanaea",1,"No",NA,781907.910151142,7407295.65147187
"FGA22",2019-04-15 15:07:00,7,1,"Celtis iguanaea",7,"Yes","SDA17",781738.951632328,7407921.43980266
"FGA23",2019-04-15 12:27:00,3,1,"Celtis iguanaea",3,"Yes","SDA18",781742.793324853,7408058.13417571
"FGA24",2019-04-15 13:54:00,1,1,"Annona emarginata",1,"Yes","SDA19",781738.951632328,7407921.43980266
"FGA25",2019-04-15 10:37:00,7,1,"Celtis iguanaea",7,"Yes","SDA20",781693.899382457,7407924.18771247
"FGA26",2019-04-15 11:52:00,2,1,"Celtis iguanaea",2,"Yes","SDA21",781696.547984102,7408068.00245478
"FGA27",2019-04-15 15:14:00,3,1,"Celtis iguanaea",3,"Yes","SDA22",781732.981761954,7407924.87987092
"FGA28",2019-04-15 11:50:00,3,1,"Celtis iguanaea",3,"Yes","SDA23",781696.547984102,7408068.00245478
"FGA29",2019-04-15 13:00:00,3,1,"Annona emarginata",3,"Yes","SDA24",781761.384913002,7408024.75234349
"FGA30",2019-04-15 15:28:00,5,1,"Celtis iguanaea",5,"Yes","SDA25",781724.770828216,7407896.33078126
"FGA31",2019-04-15 10:38:00,2,1,"Celtis iguanaea",2,"Yes","SDA26",781693.899382457,7407924.18771247
"FGA32",2019-04-15 12:20:00,3,1,"Celtis iguanaea",3,"Yes","SDA27",781717.54080341,7408069.15225039
"FGA33",2019-04-15 09:58:00,2,1,"Celtis iguanaea",2,"Yes","SDA28",781725.081311914,7407917.93345944
"FGA34",2019-04-15 11:44:00,2,1,"Celtis iguanaea",2,"Yes","SDA29",781682.922434233,7408061.61146532
"FGA35",2019-04-15 11:36:00,3,2,"Celtis iguanaea",2,"Yes","SDA30",781645.141316579,7408075.62822151
"FGA35",2019-04-15 11:36:00,NA,NA,"Annona emarginata",1,"Yes","SDA31",781645.141316579,7408075.62822151
"FGA36",2019-04-15 07:13:00,2,1,"Celtis iguanaea",2,"No",NA,781905.346248188,7407658.23560838
"FGA37",2019-04-16 06:39:00,4,1,"Celtis iguanaea",4,"Yes","SDA32",781741.249122507,7407886.48388578
"FGA38",2019-04-16 06:40:00,8,1,"Celtis iguanaea",8,"Yes","SDA33",781741.249122507,7407886.48388578
"FGA39",2019-04-16 06:40:00,7,1,"Celtis iguanaea",7,"Yes","SDA34",781741.249122507,7407886.48388578
"FGA40",2019-04-16 06:41:00,4,1,"Celtis iguanaea",4,"Yes","SDA35",781741.249122507,7407886.48388578
"FGA41",2019-04-16 06:43:00,3,1,"Celtis iguanaea",3,"Yes","SDA36",781741.249122507,7407886.48388578
"FGA42",2019-04-16 06:44:00,7,1,"Celtis iguanaea",7,"Yes","SDA37",781741.249122507,7407886.48388578
"FGA43",2019-04-16 06:44:00,6,1,"Celtis iguanaea",6,"Yes","SDA38",781741.249122507,7407886.48388578
"FGA44",2019-04-16 06:44:00,2,1,"Celtis iguanaea",2,"Yes","SDA39",781741.249122507,7407886.48388578
"FGA45",2019-04-16 06:52:00,4,1,"Celtis iguanaea",4,"Yes","SDA40",781733.977304727,7407885.95415539
"FGA46",2019-04-16 06:56:00,5,1,"Celtis iguanaea",5,"Yes","SDA41",781728.596964962,7407887.94298728
"FGA47",2019-04-16 06:57:00,5,1,"Celtis iguanaea",5,"Yes","SDA42",781728.596964962,7407887.94298728
"FGA48",2019-04-16 07:00:00,5,1,"Celtis iguanaea",5,"Yes","SDA43",781729.728200784,7407888.36726249
"FGA49",2019-04-16 07:00:00,1,1,"Celtis iguanaea",1,"Yes","SDA44",781729.728200784,7407888.36726249
"FGA50",2019-04-16 07:51:00,2,1,"Celtis iguanaea",2,"Yes","SDA45",781794.931358456,7407949.40915191
"FGA51",2019-04-16 07:52:00,3,1,"Celtis iguanaea",3,"Yes","SDA46",781794.931358456,7407949.40915191
"FGA52",2019-04-16 08:03:00,2,1,"Celtis iguanaea",2,"Yes","SDA47",781820.013193415,7407966.66377252
"FGA53",2019-04-16 08:12:00,6,1,"Celtis iguanaea",6,"Yes","SDA48",781822.880938328,7407961.50864906
"FGA54",2019-04-16 08:59:00,4,1,"Celtis iguanaea",4,"Yes","SDA49",781877.855576571,7407948.15625833
"FGA55",2019-04-16 09:24:00,2,1,"Celtis iguanaea",2,"Yes","SDA50",781922.256438988,7408001.82943874
"FGA56",2019-04-16 09:43:00,6,1,"Celtis iguanaea",6,"Yes","SDA51",781938.363780728,7407993.65234474
"FGA57",2019-04-16 09:44:00,10,1,"Celtis iguanaea",10,"Yes","SDA52",781948.809844503,7407999.65806761
"FGA58",2019-04-16 09:44:00,5,1,"Celtis iguanaea",5,"Yes","SDA53",781948.809844503,7407999.65806761
"FGA59",2019-04-16 09:45:00,6,1,"Celtis iguanaea",6,"Yes","SDA54",781948.809844503,7407999.65806761
"FGA60",2019-04-17 13:23:00,1,2,"Diospyros inconstans",1,"Yes","SDA55",781907.833815352,7407793.5161357
"FGA60",2019-04-17 13:23:00,NA,NA,"Syagrus romanzoffiana",0,"No",NA,781907.833815352,7407793.5161357
"FGA61",2019-04-17 16:02:00,7,1,"Celtis iguanaea",7,"Yes","SDA56",781917.334102215,7407894.30776851
"FGA62",2019-04-17 13:27:00,2,1,"Diospyros inconstans",2,"Yes","SDA57",781908.80324493,7407833.39833451
"FGA63",2019-04-17 15:48:00,4,1,"Celtis iguanaea",4,"Yes","SDA58",781902.793736327,7407898.79457097
"FGA64",2019-04-17 15:50:00,3,1,"Celtis iguanaea",3,"Yes","SDA59",781908.11680801,7407893.81537431
"FGA65",2019-04-17 15:30:00,9,1,"Celtis iguanaea",9,"Yes","SDA60",781906.16612864,7407898.95296084
"FGA66",2019-04-17 16:05:00,2,1,"Celtis iguanaea",2,"Yes","SDA61",781911.635755824,7407901.18003426
"FGA67",2019-04-17 16:26:00,1,1,"Celtis iguanaea",1,"Yes","SDA62",781870.932384604,7407917.47372094
"FGA68",2019-04-17 15:43:00,4,2,"Celtis iguanaea",1,"Yes","SDA63",781883.860042415,7407898.60896786
"FGA68",2019-04-17 15:43:00,NA,NA,"Annona emarginata",3,"Yes","SDA64",781883.860042415,7407898.60896786
"FGA69",2019-04-17 15:49:00,7,1,"Celtis iguanaea",7,"Yes","SDA65",781908.11680801,7407893.81537431
"FGA70",2019-04-18 07:08:00,2,1,"Celtis iguanaea",2,"Yes","SDA66",781819.644149433,7407958.13328896
"FGA71",2019-04-18 07:56:00,3,1,"Celtis iguanaea",3,"Yes","SDA67",781867.255689029,7407917.99003149
"FGA72",2019-04-18 07:57:00,3,1,"Celtis iguanaea",3,"Yes","SDA68",781867.255689029,7407917.99003149
"FGA73",2019-04-18 07:58:00,4,1,"Celtis iguanaea",4,"Yes","SDA69",781868.422845538,7407920.29019823
"FGA74",2019-04-18 07:59:00,6,1,"Celtis iguanaea",6,"Yes","SDA70",781868.422845538,7407920.29019823
"FGA75",2019-04-18 08:02:00,5,1,"Celtis iguanaea",5,"Yes","SDA71",781872.646499753,7407905.80047804
"FGA76",2019-04-18 12:33:00,3,1,"Celtis iguanaea",3,"Yes","SDA72",782061.519262929,7407588.0770528
"FGA77",2019-04-18 12:44:00,4,1,"Celtis iguanaea",4,"Yes","SDA73",782058.308476106,7407607.53622418
"FGA78",2019-04-18 12:59:00,3,1,"Celtis iguanaea",3,"Yes","SDA74",782096.357010647,7407623.65934976
"FGA79",2019-04-18 13:19:00,4,1,"Celtis iguanaea",4,"Yes","SDA75",782114.868758892,7407596.47489507
"FGA80",2019-04-18 14:52:00,3,1,"Diospyros inconstans",3,"Yes","SDA76",782070.50280197,7407528.50424915
"FGA81",2019-04-18 16:04:00,4,1,"Diospyros inconstans",4,"Yes","SDA77",781902.877051884,7407561.52700677
"FGA82",2019-04-18 16:34:00,0,1,"Syagrus romanzoffiana",0,"No",NA,781858.243389378,7407554.29002833
"FGA83",2019-04-18 16:36:00,0,1,"Syagrus romanzoffiana",0,"No",NA,781869.519261713,7407566.03971139
"FGA84",2019-04-19 13:12:00,6,2,"Celtis iguanaea",2,"Yes","SDA78",781650.334055724,7408090.27216559
"FGA84",2019-04-19 13:12:00,NA,NA,"Annona emarginata",4,"Yes","SDA79",781650.334055724,7408090.27216559
"FGA85",2019-04-19 11:08:00,3,2,"Celtis iguanaea",2,"Yes","SDA80",781810.263429112,7407885.05158164
"FGA85",2019-04-19 11:08:00,NA,NA,"Rhamnidium elaeocarpum",1,"Yes","SDA81",781810.263429112,7407885.05158164
"FGA86",2019-04-19 07:30:00,1,1,"Diospyros inconstans",1,"Yes","SDA82",781855.218750796,7407551.24506383
"FGA87",2019-04-19 11:20:00,3,1,"Celtis iguanaea",3,"Yes","SDA83",781781.787192971,7407914.86023185
"FGA88",2019-04-19 13:18:00,9,1,"Celtis iguanaea",9,"Yes","SDA84",781653.763579914,7408114.4814031
"FGA89",2019-04-19 11:36:00,2,1,"Celtis iguanaea",2,"Yes","SDA85",781781.597326101,7407942.12083751
"FGA90",2019-04-19 11:02:00,1,1,"Celtis iguanaea",1,"Yes","SDA86",781842.998532196,7407890.51923919
"FGA91",2019-04-19 10:56:00,1,1,"Celtis iguanaea",1,"Yes","SDA87",781851.496893164,7407896.45082205
"FGA92",2019-04-19 11:00:00,NA,NA,"Invertebrate",NA,"No",NA,781842.998532196,7407890.51923919
"FGA92",2019-04-19 11:00:00,10,1,"Celtis iguanaea",10,"Yes","SDA88",781842.998532196,7407890.51923919
"FGA93",2019-04-19 14:11:00,1,1,"Annona emarginata",1,"Yes","SDA89",781641.357781307,7408155.72486883
"FGA94",2019-04-19 11:10:00,6,1,"Celtis iguanaea",6,"Yes","SDA90",781810.263429112,7407885.05158164
"FGA95",2019-04-19 10:13:00,3,1,"Celtis iguanaea",3,"Yes","SDA91",781867.167573686,7407897.26562816
"FGA96",2019-04-19 13:57:00,3,2,"Annona emarginata",1,"Yes","SDA92",781647.155224271,7408116.81883392
"FGA96",2019-04-19 13:57:00,NA,NA,"Celtis iguanaea",2,"Yes","SDA93",781647.155224271,7408116.81883392
"FGA97",2019-04-19 11:19:00,1,1,"Celtis iguanaea",1,"Yes","SDA94",781805.082354719,7407897.45076385
"FGA98",2019-04-19 13:09:00,2,1,"Celtis iguanaea",2,"Yes","SDA95",781656.866867153,7408089.81276221
"FGA99",2019-04-19 12:04:00,4,1,"Celtis iguanaea",4,"Yes","SDA96",781756.408398245,7407989.15525922
"FGA100",2019-04-19 14:03:00,5,2,"Annona emarginata",4,"Yes","SDA97",781636.428988019,7408149.50192479
"FGA100",2019-04-19 14:03:00,NA,NA,"Celtis iguanaea",1,"Yes","SDA98",781636.428988019,7408149.50192479
"FGA101",2019-04-19 13:06:00,3,1,"Celtis iguanaea",3,"Yes","SDA99",781659.518524976,7408084.11370299
"FGA102",2019-04-19 10:57:00,7,1,"Celtis iguanaea",7,"Yes","SDA100",781851.496893164,7407896.45082205
"FGA103",2019-04-19 13:27:00,NA,NA,"Species 2 (winged seed)",1,"Yes","SDA101",781662.059485671,7408125.96311807
"FGA103",2019-04-19 13:27:00,8,2,"Celtis iguanaea",7,"Yes","SDA101",781662.059485671,7408125.96311807
"FGA104",2019-04-19 12:35:00,3,1,"Celtis iguanaea",3,"Yes","SDA102",781713.531208855,7408041.51680157
"FGA105",2019-04-19 11:46:00,1,1,"Celtis iguanaea",1,"Yes","SDA103",781782.322587989,7407948.21051214
"FGA106",2019-04-19 07:56:00,0,1,"Syagrus romanzoffiana",0,"No",NA,781840.99887964,7407550.95991571
"FGA107",2019-04-19 07:32:00,0,1,"Syagrus romanzoffiana",0,"No",NA,781855.218750796,7407551.24506383
"FGA108",2019-04-20 08:52:00,5,1,"Celtis iguanaea",5,"Yes","SDA104",781784.66665212,7408118.62854102
"FGA109",2019-04-20 10:48:00,4,1,"Celtis iguanaea",4,"Yes","SDA106",781868.241610715,7407926.94533995
"FGA110",2019-04-20 11:39:00,5,1,"Celtis iguanaea",5,"Yes","SDA107",781876.459046718,7407923.12774239
"FGA111",2019-04-20 11:58:00,8,1,"Celtis iguanaea",8,"Yes","SDA108",781876.459046718,7407923.12774239
"FGA112",2019-04-20 12:01:00,2,1,"Celtis iguanaea",2,"Yes","SDA109",781876.459046718,7407923.12774239
"FGA113",2019-04-20 12:03:00,4,1,"Celtis iguanaea",4,"Yes","SDA110",781863.796330555,7407924.48496904
"FGA114",2019-04-20 12:11:00,6,1,"Celtis iguanaea",6,"Yes","SDA112",781867.255689029,7407917.99003149
"FGA115",2019-04-20 12:13:00,9,1,"Celtis iguanaea",9,"Yes","SDA113",781853.999063967,7407920.12040377
"FGA116",2019-04-20 12:13:00,12,1,"Celtis iguanaea",12,"Yes","SDA114",781853.999063967,7407920.12040377
"FGA117",2019-04-20 12:18:00,14,1,"Celtis iguanaea",14,"Yes","SDA115",781859.850336413,7407921.23467502
"FGA118",2019-04-20 12:33:00,9,1,"Celtis iguanaea",9,"Yes","SDA116",781834.775735432,7407877.48478458
"FGA119",2019-04-20 12:34:00,6,1,"Celtis iguanaea",6,"Yes","SDA117",781840.005662579,7407878.38799457
"FGA120",2019-04-20 12:42:00,4,1,"Celtis iguanaea",4,"Yes","SDA118",781819.211222305,7407871.46549134
"FGA121",2019-04-20 12:55:00,4,1,"Celtis iguanaea",4,"Yes","SDA119",781775.774807955,7407841.26813522
"FGA122",2019-04-20 13:04:00,2,1,"Celtis iguanaea",2,"Yes","SDA120",781747.16822554,7407773.3201597
"FGA123",2019-04-20 13:17:00,2,1,"Celtis iguanaea",2,"Yes","SDA121",781730.231015362,7407743.4981163
"FGA124",2019-04-20 13:23:00,3,1,"Celtis iguanaea",3,"Yes","SDA122",781757.55785436,7407717.70624582
"FGA125",2019-04-20 13:28:00,5,1,"Celtis iguanaea",5,"Yes","SDA123",781767.665301338,7407711.40924433
"FGA126",2019-04-20 13:41:00,3,1,"Celtis iguanaea",3,"Yes","SDA124",781785.827916642,7407644.89793785
"FGM3",2019-05-14 07:00:00,NA,NA,"Syagrus romanzoffiana",0,"No",NA,781961.720509849,7407889.02643841
"FGM3",2019-05-14 07:00:00,3,3,"Celtis iguanaea",1,"Yes","SDM1",781961.720509849,7407889.02643841
"FGM3",2019-05-14 07:00:00,NA,NA,"Pereskia aculeata",2,"Yes","SDM1",781961.720509849,7407889.02643841
"FGM3",2019-05-14 07:00:00,NA,NA,"Invertebrate",0,"Yes","SDM1",781961.720509849,7407889.02643841
"FGM4",2019-05-14 07:03:00,5,1,"Celtis iguanaea",5,"Yes","SDM2",781953.24214766,7407889.51395683
"FGM4",2019-05-14 07:03:00,NA,NA,"Invertebrate",0,"Yes","SDM2",781953.24214766,7407889.51395683
"FGM5",2019-05-14 07:04:00,4,1,"Celtis iguanaea",4,"Yes","SDM3",781953.24214766,7407889.51395683
"FGM6",2019-05-14 07:11:00,7,1,"Celtis iguanaea",7,"Yes","SDM4",781927.131256927,7407909.41159157
"FGM7",2019-05-14 07:16:00,5,1,"Celtis iguanaea",5,"Yes","SDM5",781918.88939747,7407906.13209022
"FGM8",2019-05-14 07:52:00,4,1,"Celtis iguanaea",4,"Yes","SDM6",781863.53556654,7407921.16412519
"FGM9",2019-05-14 07:57:00,7,1,"Celtis iguanaea",7,"Yes","SDM7",781863.53556654,7407921.16412519
"FGM10",2019-05-14 07:58:00,6,1,"Celtis iguanaea",6,"Yes","SDM8",781863.53556654,7407921.16412519
"FGM11",2019-05-14 07:59:00,4,1,"Celtis iguanaea",4,"Yes","SDM9",781863.53556654,7407921.16412519
"FGM12",2019-05-14 08:14:00,2,1,"Celtis iguanaea",2,"Yes","SDM10",781863.53556654,7407921.16412519
"FGM13",2019-05-14 08:16:00,6,1,"Celtis iguanaea",6,"Yes","SDM11",781863.53556654,7407921.16412519
"FGM14",2019-05-14 08:19:00,7,1,"Celtis iguanaea",7,"Yes","SDM12",781863.53556654,7407921.16412519
"FGM15",2019-05-14 08:28:00,3,1,"Celtis iguanaea",3,"Yes","SDM13",781852.775823884,7407952.51033222
"FGM16",2019-05-14 08:42:00,6,1,"Celtis iguanaea",6,"Yes","SDM14",781801.703746819,7407950.71948851
"FGM17",2019-05-14 08:44:00,5,1,"Celtis iguanaea",5,"Yes","SDM15",781801.703746819,7407950.71948851
"FGM18",2019-05-14 09:14:00,1,1,"Celtis iguanaea",1,"Yes","SDM16",781709.089397639,7407948.2741264
"FGM19",2019-05-14 09:19:00,5,1,"Celtis iguanaea",5,"Yes","SDM17",781711.641186262,7407969.62024651
"FGM20",2019-05-14 10:14:00,7,1,"Celtis iguanaea",7,"Yes","SDM18",781732.098681206,7407926.67116538
"FGM21",2019-05-14 15:07:00,3,1,"Species 5",3,"Yes","SDM19",781770.812626055,7407539.00945581
"FGM22",2019-05-15 09:23:00,2,1,"Cissus sulcicaulis",2,"Yes","SDM20",781941.659690173,7407391.31517102
"FGM23",2019-05-15 09:40:00,1,1,"Cissus sulcicaulis",1,"Yes","SDM21",781918.349788063,7407413.26798448
"FGM24",2019-05-15 15:00:00,7,1,"Celtis iguanaea",7,"Yes","SDM22",781779.243214527,7407648.46122345
"FGM25",2019-05-15 15:09:00,9,1,"Celtis iguanaea",9,"Yes","SDM23",781820.705653334,7407714.38883601
"FGM26",2019-05-16 07:27:00,6,1,"Celtis iguanaea",6,"Yes","SDM24",781962.506228928,7407894.68761312
"FGM27",2019-05-16 07:27:00,0,0,"No seeds",0,"No",NA,781962.506228928,7407894.68761312
"FGM28",2019-05-16 07:30:00,7,1,"Celtis iguanaea",7,"Yes","SDM25",781962.506228928,7407894.68761312
"FGM29",2019-05-16 07:35:00,4,1,"Celtis iguanaea",4,"Yes","SDM26",781925.38440224,7407924.74575223
"FGM30",2019-05-16 07:35:00,1,1,"Celtis iguanaea",1,"Yes","SDM27",781925.38440224,7407924.74575223
"FGM31",2019-05-16 07:35:00,5,1,"Celtis iguanaea",5,"Yes","SDM28",781925.38440224,7407924.74575223
"FGM32",2019-05-16 07:37:00,1,1,"Celtis iguanaea",1,"Yes","SDM29",781925.38440224,7407924.74575223
"FGM33",2019-05-16 08:42:00,3,1,"Celtis iguanaea",3,"Yes","SDM30",781885.459009429,7407917.6415296
"FGM34",2019-05-16 08:52:00,9,1,"Celtis iguanaea",9,"Yes","SDM31",781882.970580149,7407900.06595431
"FGM35",2019-05-16 09:05:00,12,1,"Celtis iguanaea",12,"Yes","SDM32",781882.970580149,7407900.06595431
"FGM36",2019-05-16 09:09:00,3,1,"Celtis iguanaea",3,"Yes","SDM33",781882.970580149,7407900.06595431
"FGM37",2019-05-16 09:23:00,5,1,"Celtis iguanaea",5,"Yes","SDM34",781882.970580149,7407900.06595431
"FGM38",2019-05-16 09:27:00,6,1,"Celtis iguanaea",6,"Yes","SDM35",781882.970580149,7407900.06595431
"FGM39",2019-05-16 09:53:00,6,1,"Celtis iguanaea",6,"Yes","SDM36",781850.782184091,7407883.30051182
"FGM40",2019-05-16 10:04:00,7,1,"Celtis iguanaea",7,"Yes","SDM37",781848.444878087,7407895.56166339
"FGM41",2019-05-16 10:34:00,5,1,"Celtis iguanaea",5,"Yes","SDM38",781869.991716401,7407916.25615364
"FGM42",2019-05-16 10:37:00,11,1,"Celtis iguanaea",11,"Yes","SDM39",781869.991716401,7407916.25615364
