ticks day timestep x y energy status action
 4968 46 18 781705.51 7408030.2 83 "hungry" "on feeding tree" 
 4969 46 19 781705.51 7408030.2 90 "hungry" "on feeding tree" 
 4970 46 20 781705.51 7408030.2 97 "hungry" "on feeding tree" 
 4971 46 21 781722.54 7408040.29 95.4 "hungry" "search feeding tree" 
 4972 46 22 781722.54 7408040.29 93.8 "hungry" "on feeding tree" 
 4973 46 23 781722.54 7408040.29 100.8 "hungry" "on feeding tree" 
 4974 46 24 781705.51 7408030.2 99.2 "hungry" "search feeding tree" 
 4975 46 25 781705.51 7408030.2 97.6 "hungry" "on feeding tree" 
 4976 46 26 781705.51 7408030.2 104.6 "hungry" "on feeding tree" 
 4977 46 27 781705.51 7408030.2 111.6 "hungry" "on feeding tree" 
 4978 46 28 781722.54 7408040.29 110 "hungry" "search feeding tree" 
 4979 46 29 781722.54 7408040.29 108.4 "hungry" "on feeding tree" 
 4980 46 30 781708.07 7408026.78 106.8 "hungry" "search feeding tree" 
 4981 46 31 781708.07 7408026.78 105.2 "hungry" "on feeding tree" 
 4982 46 32 781708.07 7408026.78 112.2 "hungry" "on feeding tree" 
 4983 46 33 781708.07 7408026.78 119.2 "hungry" "on feeding tree" 
 4984 46 34 781708.07 7408026.78 126.2 "hungry" "on feeding tree" 
 4985 46 35 781693.59 7408013.27 124.6 "hungry" "search feeding tree" 
 4986 46 36 781693.59 7408013.27 123 "hungry" "on feeding tree" 
 4987 46 37 781693.59 7408013.27 130 "hungry" "on feeding tree" 
 4988 46 38 781693.59 7408013.27 137 "hungry" "on feeding tree" 
 4989 46 39 781706.21 7407998.01 135.4 "hungry" "search feeding tree" 
 4990 46 40 781706.21 7407998.01 133.8 "hungry" "on feeding tree" 
 4991 46 41 781706.21 7407998.01 140.8 "hungry" "on feeding tree" 
 4992 46 42 781706.21 7407998.01 147.8 "hungry" "on feeding tree" 
 4993 46 43 781706.21 7407998.01 154.8 "hungry" "on feeding tree" 
 4994 46 44 781695.31 7407989 158.9 "forage" "forage" 
 4995 46 45 781692.69 7407986.83 157.3 "resting" "to resting tree" 
 4996 46 46 781686.15 7407981.43 155.7 "resting" "to resting tree" 
 4997 46 47 781686.15 7407981.43 154.1 "resting" "on resting tree" 
 4998 46 48 781686.15 7407981.43 153.1 "resting" "on resting tree" 
 4999 46 49 781686.15 7407981.43 152.1 "resting" "on resting tree" 
 5000 46 50 781686.15 7407981.43 151.1 "resting" "on resting tree" 
 5001 46 51 781686.15 7407981.43 150.1 "resting" "on resting tree" 
 5002 46 52 781672.07 7407982.76 154.2 "forage" "forage" 
 5003 46 53 781657.99 7407984.09 158.3 "forage" "forage" 
 5004 46 54 781656.66 7407970.01 162.4 "forage" "forage" 
 5005 46 55 781665.67 7407959.11 166.5 "forage" "forage" 
 5006 46 56 781674.68 7407948.21 170.6 "forage" "forage" 
 5007 46 57 781665.67 7407959.11 174.7 "forage" "forage" 
 5008 46 58 781651.59 7407960.45 178.8 "forage" "forage" 
 5009 46 59 781643.14 7407961.25 177.2 "resting" "to resting tree" 
 5010 46 60 781643.14 7407961.25 175.6 "resting" "on resting tree" 
 5011 46 61 781643.14 7407961.25 174.6 "resting" "on resting tree" 
 5012 46 62 781643.14 7407961.25 173.6 "resting" "on resting tree" 
 5013 46 63 781643.14 7407961.25 172.6 "resting" "on resting tree" 
 5014 46 64 781643.14 7407961.25 171.6 "resting" "on resting tree" 
 5015 46 65 781643.14 7407961.25 170.6 "resting" "on resting tree" 
 5016 46 66 781634.13 7407972.15 174.7 "forage" "forage" 
 5017 46 67 781632.79 7407958.07 178.8 "forage" "forage" 
 5018 46 68 781631.62 7407945.68 177.2 "resting" "to resting tree" 
 5019 46 69 781631.62 7407945.68 175.6 "resting" "on resting tree" 
 5020 46 70 781631.62 7407945.68 174.6 "resting" "on resting tree" 
 5021 46 71 781630.29 7407931.6 178.7 "forage" "forage" 
 5022 46 72 781619.39 7407922.58 182.8 "forage" "forage" 
 5023 46 73 781612.85 7407917.17 181.2 "resting" "to resting tree" 
 5024 46 74 781612.85 7407917.17 179.6 "resting" "on resting tree" 
 5025 46 75 781612.85 7407917.17 178.6 "resting" "on resting tree" 
 5026 46 76 781612.85 7407917.17 177.6 "resting" "on resting tree" 
 5027 46 77 781612.85 7407917.17 176.6 "resting" "on resting tree" 
 5028 46 78 781612.85 7407917.17 175.6 "resting" "on resting tree" 
 5029 46 79 781611.51 7407903.09 179.7 "forage" "forage" 
 5030 46 80 781602.5 7407913.99 183.8 "forage" "forage" 
 5031 46 81 781601.16 7407899.91 187.9 "forage" "forage" 
 5032 46 82 781598.92 7407876.26 186.3 "resting" "to resting tree" 
 5033 46 83 781598.92 7407876.26 184.7 "resting" "on resting tree" 
 5034 46 84 781598.92 7407876.26 183.7 "resting" "on resting tree" 
 5035 46 85 781598.92 7407876.26 182.7 "resting" "on resting tree" 
 5036 46 86 781598.92 7407876.26 181.7 "resting" "on resting tree" 
 5037 46 87 781598.92 7407876.26 180.7 "resting" "on resting tree" 
 5038 46 88 781598.92 7407876.26 179.7 "resting" "on resting tree" 
 5039 46 89 781598.92 7407876.26 178.7 "resting" "on resting tree" 
 5040 46 90 781598.92 7407876.26 177.7 "resting" "on resting tree" 
 5041 46 91 781598.92 7407876.26 176.7 "resting" "on resting tree" 
 5042 46 92 781598.92 7407876.26 175.7 "resting" "on resting tree" 
 5043 46 93 781609.82 7407885.27 179.8 "forage" "forage" 
 5044 46 94 781620.72 7407894.28 183.9 "forage" "forage" 
 5045 46 95 781619.39 7407880.2 188 "forage" "forage" 
 5046 46 96 781619.07 7407876.82 186.4 "resting" "to resting tree" 
 5047 46 97 781619.07 7407876.82 184.8 "resting" "on resting tree" 
 5048 46 98 781619.07 7407876.82 183.8 "resting" "on resting tree" 
 5049 46 99 781619.07 7407876.82 182.8 "resting" "on resting tree" 
 5050 46 100 781619.07 7407876.82 181.8 "resting" "on resting tree" 
 5051 46 101 781610.05 7407887.72 185.9 "forage" "forage" 
 5052 46 102 781595.97 7407889.06 190 "forage" "forage" 
 5053 46 103 781586.96 7407899.96 194.1 "forage" "forage" 
 5054 46 104 781577.95 7407910.86 198.2 "forage" "forage" 
 5055 46 105 781567.05 7407901.84 202.3 "forage" "forage" 
 5056 46 106 781556.15 7407892.83 206.4 "forage" "forage" 
 5057 46 107 781570.23 7407891.5 210.5 "forage" "forage" 
 5058 46 108 781573.61 7407891.18 208.9 "resting" "to resting tree" 
 5059 46 109 781573.61 7407891.18 208.9 "night" "" 
 5060 46 110 781601.77 7407888.51 207.3 "sleeping" "to sleeping tree" 
 5061 47 1 781610.22 7407887.71 205.7 "resting" "to resting tree" 
 5062 47 2 781622.05 7407903.59 48.4 "hungry" "search feeding tree" 
 5063 47 3 781622.05 7407903.59 46.8 "hungry" "on feeding tree" 
 5064 47 4 781622.05 7407903.59 53.8 "hungry" "on feeding tree" 
 5065 47 5 781622.05 7407903.59 60.8 "hungry" "on feeding tree" 
 5066 47 6 781622.05 7407903.59 67.8 "hungry" "on feeding tree" 
 5067 47 7 781633.88 7407919.46 66.2 "hungry" "search feeding tree" 
 5068 47 8 781633.88 7407919.46 64.6 "hungry" "on feeding tree" 
 5069 47 9 781633.88 7407919.46 71.6 "hungry" "on feeding tree" 
 5070 47 10 781645.71 7407935.34 70 "hungry" "search feeding tree" 
 5071 47 11 781645.71 7407935.34 68.4 "hungry" "on feeding tree" 
 5072 47 12 781645.71 7407935.34 75.4 "hungry" "on feeding tree" 
 5073 47 13 781656.44 7407951.98 73.8 "hungry" "search feeding tree" 
 5074 47 14 781656.44 7407951.98 72.2 "hungry" "on feeding tree" 
 5075 47 15 781656.44 7407951.98 79.2 "hungry" "on feeding tree" 
 5076 47 16 781641.87 7407965.39 77.6 "hungry" "search feeding tree" 
 5077 47 17 781641.87 7407965.39 76 "hungry" "on feeding tree" 
 5078 47 18 781656.44 7407951.98 74.4 "hungry" "search feeding tree" 
 5079 47 19 781656.44 7407951.98 72.8 "hungry" "on feeding tree" 
 5080 47 20 781656.44 7407951.98 79.8 "hungry" "on feeding tree" 
 5081 47 21 781656.44 7407951.98 86.8 "hungry" "on feeding tree" 
 5082 47 22 781641.87 7407965.39 85.2 "hungry" "search feeding tree" 
 5083 47 23 781641.87 7407965.39 83.6 "hungry" "on feeding tree" 
 5084 47 24 781641.87 7407965.39 90.6 "hungry" "on feeding tree" 
 5085 47 25 781641.87 7407965.39 97.6 "hungry" "on feeding tree" 
 5086 47 26 781641.87 7407965.39 104.6 "hungry" "on feeding tree" 
 5087 47 27 781636.53 7407984.46 103 "hungry" "search feeding tree" 
 5088 47 28 781636.53 7407984.46 101.4 "hungry" "on feeding tree" 
 5089 47 29 781636.53 7407984.46 108.4 "hungry" "on feeding tree" 
 5090 47 30 781636.53 7407984.46 115.4 "hungry" "on feeding tree" 
 5091 47 31 781636.53 7407984.46 122.4 "hungry" "on feeding tree" 
 5092 47 32 781636.53 7407984.46 129.4 "hungry" "on feeding tree" 
 5093 47 33 781641.87 7407965.39 127.8 "hungry" "search feeding tree" 
 5094 47 34 781641.87 7407965.39 126.2 "hungry" "on feeding tree" 
 5095 47 35 781641.87 7407965.39 133.2 "hungry" "on feeding tree" 
 5096 47 36 781636.53 7407984.46 131.6 "hungry" "search feeding tree" 
 5097 47 37 781636.53 7407984.46 130 "hungry" "on feeding tree" 
 5098 47 38 781636.53 7407984.46 137 "hungry" "on feeding tree" 
 5099 47 39 781645.11 7407966.61 135.4 "hungry" "search feeding tree" 
 5100 47 40 781645.11 7407966.61 133.8 "hungry" "on feeding tree" 
 5101 47 41 781645.11 7407966.61 140.8 "hungry" "on feeding tree" 
 5102 47 42 781653.7 7407948.77 139.2 "hungry" "search feeding tree" 
 5103 47 43 781653.7 7407948.77 137.6 "hungry" "on feeding tree" 
 5104 47 44 781653.7 7407948.77 144.6 "hungry" "on feeding tree" 
 5105 47 45 781643.89 7407931.56 143 "hungry" "search feeding tree" 
 5106 47 46 781643.89 7407931.56 141.4 "hungry" "on feeding tree" 
 5107 47 47 781643.89 7407931.56 148.4 "hungry" "on feeding tree" 
 5108 47 48 781643.89 7407931.56 155.4 "hungry" "on feeding tree" 
 5109 47 49 781656.18 7407924.56 159.5 "forage" "forage" 
 5110 47 50 781668.47 7407917.56 163.6 "forage" "forage" 
 5111 47 51 781664.73 7407931.2 167.7 "forage" "forage" 
 5112 47 52 781652.44 7407938.2 171.8 "forage" "forage" 
 5113 47 53 781648.7 7407951.84 175.9 "forage" "forage" 
 5114 47 54 781636.41 7407958.84 180 "forage" "forage" 
 5115 47 55 781650.06 7407962.58 184.1 "forage" "forage" 
 5116 47 56 781653.79 7407948.94 188.2 "forage" "forage" 
 5117 47 57 781656.04 7407940.76 186.6 "resting" "to resting tree" 
 5118 47 58 781656.04 7407940.76 185 "resting" "on resting tree" 
 5119 47 59 781656.04 7407940.76 184 "resting" "on resting tree" 
 5120 47 60 781642.4 7407937.02 188.1 "forage" "forage" 
 5121 47 61 781646.14 7407923.38 192.2 "forage" "forage" 
 5122 47 62 781632.5 7407919.64 196.3 "forage" "forage" 
 5123 47 63 781644.79 7407912.64 200.4 "forage" "forage" 
 5124 47 64 781658.43 7407916.38 204.5 "forage" "forage" 
 5125 47 65 781651.43 7407904.09 208.6 "forage" "forage" 
 5126 47 66 781639.66 7407883.44 207 "resting" "to resting tree" 
 5127 47 67 781639.66 7407883.44 205.4 "resting" "on resting tree" 
 5128 47 68 781639.66 7407883.44 204.4 "resting" "on resting tree" 
 5129 47 69 781639.66 7407883.44 203.4 "resting" "on resting tree" 
 5130 47 70 781639.66 7407883.44 202.4 "resting" "on resting tree" 
 5131 47 71 781639.66 7407883.44 201.4 "resting" "on resting tree" 
 5132 47 72 781639.66 7407883.44 200.4 "resting" "on resting tree" 
 5133 47 73 781632.66 7407871.15 204.5 "forage" "forage" 
 5134 47 74 781628.92 7407884.79 208.6 "forage" "forage" 
 5135 47 75 781641.21 7407877.79 212.7 "forage" "forage" 
 5136 47 76 781653.5 7407870.79 216.8 "forage" "forage" 
 5137 47 77 781639.86 7407867.05 220.9 "forage" "forage" 
 5138 47 78 781627.57 7407874.05 225 "forage" "forage" 
 5139 47 79 781631.31 7407860.41 229.1 "forage" "forage" 
 5140 47 80 781619.02 7407867.41 233.2 "forage" "forage" 
 5141 47 81 781616.07 7407869.09 231.6 "resting" "to resting tree" 
 5142 47 82 781616.07 7407869.09 230 "resting" "on resting tree" 
 5143 47 83 781616.07 7407869.09 229 "resting" "on resting tree" 
 5144 47 84 781616.07 7407869.09 228 "resting" "on resting tree" 
 5145 47 85 781616.07 7407869.09 227 "resting" "on resting tree" 
 5146 47 86 781609.07 7407856.8 231.1 "forage" "forage" 
 5147 47 87 781605.33 7407870.44 235.2 "forage" "forage" 
 5148 47 88 781603.09 7407878.63 233.6 "resting" "to resting tree" 
 5149 47 89 781603.09 7407878.63 232 "resting" "on resting tree" 
 5150 47 90 781603.09 7407878.63 231 "resting" "on resting tree" 
 5151 47 91 781603.09 7407878.63 230 "resting" "on resting tree" 
 5152 47 92 781603.09 7407878.63 229 "resting" "on resting tree" 
 5153 47 93 781603.09 7407878.63 228 "resting" "on resting tree" 
 5154 47 94 781603.09 7407878.63 227 "resting" "on resting tree" 
 5155 47 95 781599.35 7407892.27 231.1 "forage" "forage" 
 5156 47 96 781603.09 7407878.63 235.2 "forage" "forage" 
 5157 47 97 781590.8 7407885.63 239.3 "forage" "forage" 
 5158 47 98 781603.09 7407878.63 243.4 "forage" "forage" 
 5159 47 99 781596.09 7407866.34 247.5 "forage" "forage" 
 5160 47 100 781591.89 7407858.97 245.9 "resting" "to resting tree" 
 5161 47 101 781591.89 7407858.97 244.3 "resting" "on resting tree" 
 5162 47 102 781591.89 7407858.97 243.3 "resting" "on resting tree" 
 5163 47 103 781591.89 7407858.97 242.3 "resting" "on resting tree" 
 5164 47 104 781591.89 7407858.97 241.3 "resting" "on resting tree" 
 5165 47 105 781591.89 7407858.97 240.3 "resting" "on resting tree" 
 5166 47 106 781604.17 7407851.96 244.4 "forage" "forage" 
 5167 47 107 781600.44 7407865.6 248.5 "forage" "forage" 
 5168 47 108 781596.7 7407879.25 252.6 "forage" "forage" 
 5169 47 109 781596.7 7407879.25 252.6 "night" "" 
 5170 47 110 781570.52 7407974.73 251 "sleeping" "to sleeping tree" 
 5171 48 1 781569.62 7407978 249.4 "resting" "to resting tree" 
 5172 48 2 781581.84 7407993.59 48.4 "hungry" "search feeding tree" 
 5173 48 3 781581.84 7407993.59 46.8 "hungry" "on feeding tree" 
 5174 48 4 781581.84 7407993.59 53.8 "hungry" "on feeding tree" 
 5175 48 5 781594.06 7408009.17 52.2 "hungry" "search feeding tree" 
 5176 48 6 781594.06 7408009.17 50.6 "hungry" "on feeding tree" 
 5177 48 7 781594.06 7408009.17 57.6 "hungry" "on feeding tree" 
 5178 48 8 781604.65 7408025.9 56 "hungry" "search feeding tree" 
 5179 48 9 781604.65 7408025.9 54.4 "hungry" "on feeding tree" 
 5180 48 10 781604.65 7408025.9 61.4 "hungry" "on feeding tree" 
 5181 48 11 781604.65 7408025.9 68.4 "hungry" "on feeding tree" 
 5182 48 12 781615.25 7408042.63 66.8 "hungry" "search feeding tree" 
 5183 48 13 781615.25 7408042.63 65.2 "hungry" "on feeding tree" 
 5184 48 14 781615.25 7408042.63 72.2 "hungry" "on feeding tree" 
 5185 48 15 781630.6 7408030.12 70.6 "hungry" "search feeding tree" 
 5186 48 16 781630.6 7408030.12 69 "hungry" "on feeding tree" 
 5187 48 17 781630.6 7408030.12 76 "hungry" "on feeding tree" 
 5188 48 18 781630.6 7408030.12 83 "hungry" "on feeding tree" 
 5189 48 19 781645.95 7408017.61 81.4 "hungry" "search feeding tree" 
 5190 48 20 781645.95 7408017.61 79.8 "hungry" "on feeding tree" 
 5191 48 21 781645.95 7408017.61 86.8 "hungry" "on feeding tree" 
 5192 48 22 781630.6 7408030.12 85.2 "hungry" "search feeding tree" 
 5193 48 23 781630.6 7408030.12 83.6 "hungry" "on feeding tree" 
 5194 48 24 781630.6 7408030.12 90.6 "hungry" "on feeding tree" 
 5195 48 25 781630.6 7408030.12 97.6 "hungry" "on feeding tree" 
 5196 48 26 781610.95 7408027.68 96 "hungry" "search feeding tree" 
 5197 48 27 781610.95 7408027.68 94.4 "hungry" "on feeding tree" 
 5198 48 28 781610.95 7408027.68 101.4 "hungry" "on feeding tree" 
 5199 48 29 781610.95 7408027.68 108.4 "hungry" "on feeding tree" 
 5200 48 30 781610.95 7408027.68 115.4 "hungry" "on feeding tree" 
 5201 48 31 781610.95 7408027.68 122.4 "hungry" "on feeding tree" 
 5202 48 32 781591.3 7408025.24 120.8 "hungry" "search feeding tree" 
 5203 48 33 781591.3 7408025.24 119.2 "hungry" "on feeding tree" 
 5204 48 34 781610.32 7408030.73 117.6 "hungry" "search feeding tree" 
 5205 48 35 781610.32 7408030.73 116 "hungry" "on feeding tree" 
 5206 48 36 781610.32 7408030.73 123 "hungry" "on feeding tree" 
 5207 48 37 781610.32 7408030.73 130 "hungry" "on feeding tree" 
 5208 48 38 781610.32 7408030.73 137 "hungry" "on feeding tree" 
 5209 48 39 781591.3 7408025.24 135.4 "hungry" "search feeding tree" 
 5210 48 40 781591.3 7408025.24 133.8 "hungry" "on feeding tree" 
 5211 48 41 781591.3 7408025.24 140.8 "hungry" "on feeding tree" 
 5212 48 42 781591.3 7408025.24 147.8 "hungry" "on feeding tree" 
 5213 48 43 781610.92 7408022.61 146.2 "hungry" "search feeding tree" 
 5214 48 44 781610.92 7408022.61 144.6 "hungry" "on feeding tree" 
 5215 48 45 781610.92 7408022.61 151.6 "hungry" "on feeding tree" 
 5216 48 46 781619.34 7408021.49 150 "resting" "to resting tree" 
 5217 48 47 781642.89 7408018.34 148.4 "resting" "to resting tree" 
 5218 48 48 781642.89 7408018.34 146.8 "resting" "on resting tree" 
 5219 48 49 781642.89 7408018.34 145.8 "resting" "on resting tree" 
 5220 48 50 781642.89 7408018.34 144.8 "resting" "on resting tree" 
 5221 48 51 781642.89 7408018.34 143.8 "resting" "on resting tree" 
 5222 48 52 781642.89 7408018.34 142.8 "resting" "on resting tree" 
 5223 48 53 781642.89 7408018.34 141.8 "resting" "on resting tree" 
 5224 48 54 781642.89 7408018.34 140.8 "resting" "on resting tree" 
 5225 48 55 781642.89 7408018.34 139.8 "resting" "on resting tree" 
 5226 48 56 781642.89 7408018.34 138.8 "resting" "on resting tree" 
 5227 48 57 781642.89 7408018.34 137.8 "resting" "on resting tree" 
 5228 48 58 781642.89 7408018.34 136.8 "resting" "on resting tree" 
 5229 48 59 781642.89 7408018.34 135.8 "resting" "on resting tree" 
 5230 48 60 781642.89 7408018.34 134.8 "resting" "on resting tree" 
 5231 48 61 781654.13 7408026.93 138.9 "forage" "forage" 
 5232 48 62 781652.25 7408012.91 143 "forage" "forage" 
 5233 48 63 781663.49 7408021.5 147.1 "forage" "forage" 
 5234 48 64 781674.73 7408030.09 151.2 "forage" "forage" 
 5235 48 65 781676.6 7408044.11 155.3 "forage" "forage" 
 5236 48 66 781685.19 7408032.87 159.4 "forage" "forage" 
 5237 48 67 781716.8 7407991.52 157.8 "resting" "to resting tree" 
 5238 48 68 781716.8 7407991.52 156.2 "resting" "on resting tree" 
 5239 48 69 781716.8 7407991.52 155.2 "resting" "on resting tree" 
 5240 48 70 781716.8 7407991.52 154.2 "resting" "on resting tree" 
 5241 48 71 781716.8 7407991.52 153.2 "resting" "on resting tree" 
 5242 48 72 781716.8 7407991.52 152.2 "resting" "on resting tree" 
 5243 48 73 781716.8 7407991.52 151.2 "resting" "on resting tree" 
 5244 48 74 781716.8 7407991.52 150.2 "resting" "on resting tree" 
 5245 48 75 781716.8 7407991.52 149.2 "resting" "on resting tree" 
 5246 48 76 781716.8 7407991.52 148.2 "resting" "on resting tree" 
 5247 48 77 781702.78 7407993.39 152.3 "forage" "forage" 
 5248 48 78 781688.76 7407995.27 156.4 "forage" "forage" 
 5249 48 79 781697.35 7407984.03 160.5 "forage" "forage" 
 5250 48 80 781711.37 7407982.16 164.6 "forage" "forage" 
 5251 48 81 781700.13 7407973.57 168.7 "forage" "forage" 
 5252 48 82 781691.54 7407984.8 172.8 "forage" "forage" 
 5253 48 83 781677.52 7407986.68 176.9 "forage" "forage" 
 5254 48 84 781663.5 7407988.55 181 "forage" "forage" 
 5255 48 85 781655.09 7407989.67 179.4 "resting" "to resting tree" 
 5256 48 86 781655.09 7407989.67 177.8 "resting" "on resting tree" 
 5257 48 87 781655.09 7407989.67 176.8 "resting" "on resting tree" 
 5258 48 88 781655.09 7407989.67 175.8 "resting" "on resting tree" 
 5259 48 89 781655.09 7407989.67 174.8 "resting" "on resting tree" 
 5260 48 90 781655.09 7407989.67 173.8 "resting" "on resting tree" 
 5261 48 91 781655.09 7407989.67 172.8 "resting" "on resting tree" 
 5262 48 92 781655.09 7407989.67 171.8 "resting" "on resting tree" 
 5263 48 93 781655.09 7407989.67 170.8 "resting" "on resting tree" 
 5264 48 94 781655.09 7407989.67 169.8 "resting" "on resting tree" 
 5265 48 95 781655.09 7407989.67 168.8 "resting" "on resting tree" 
 5266 48 96 781655.09 7407989.67 167.8 "resting" "on resting tree" 
 5267 48 97 781655.09 7407989.67 166.8 "resting" "on resting tree" 
 5268 48 98 781655.09 7407989.67 165.8 "resting" "on resting tree" 
 5269 48 99 781655.09 7407989.67 164.8 "resting" "on resting tree" 
 5270 48 100 781655.09 7407989.67 163.8 "resting" "on resting tree" 
 5271 48 101 781655.09 7407989.67 162.8 "resting" "on resting tree" 
 5272 48 102 781655.09 7407989.67 161.8 "resting" "on resting tree" 
 5273 48 103 781641.07 7407991.55 165.9 "forage" "forage" 
 5274 48 104 781629.83 7407982.96 170 "forage" "forage" 
 5275 48 105 781618.6 7407974.37 174.1 "forage" "forage" 
 5276 48 106 781627.19 7407963.13 178.2 "forage" "forage" 
 5277 48 107 781629.06 7407977.15 182.3 "forage" "forage" 
 5278 48 108 781637.65 7407965.91 186.4 "forage" "forage" 
 5279 48 109 781637.65 7407965.91 186.4 "night" "" 
 5280 48 110 781706.36 7407876.01 184.8 "sleeping" "to sleeping tree" 
 5281 49 1 781695.12 7407867.42 188.9 "forage" "forage" 
 5282 49 2 781711.96 7407877.85 48.4 "hungry" "search feeding tree" 
 5283 49 3 781711.96 7407877.85 46.8 "hungry" "on feeding tree" 
 5284 49 4 781711.96 7407877.85 50.8 "hungry" "on feeding tree" 
 5285 49 5 781728.79 7407888.27 49.2 "hungry" "search feeding tree" 
 5286 49 6 781728.79 7407888.27 47.6 "hungry" "on feeding tree" 
 5287 49 7 781728.79 7407888.27 51.6 "hungry" "on feeding tree" 
 5288 49 8 781728.79 7407888.27 55.6 "hungry" "on feeding tree" 
 5289 49 9 781709.17 7407890.92 54 "hungry" "search feeding tree" 
 5290 49 10 781709.17 7407890.92 52.4 "hungry" "on feeding tree" 
 5291 49 11 781709.17 7407890.92 56.4 "hungry" "on feeding tree" 
 5292 49 12 781709.17 7407890.92 60.4 "hungry" "on feeding tree" 
 5293 49 13 781709.17 7407890.92 64.4 "hungry" "on feeding tree" 
 5294 49 14 781719.79 7407907.62 62.8 "hungry" "search feeding tree" 
 5295 49 15 781719.79 7407907.62 61.2 "hungry" "on feeding tree" 
 5296 49 16 781719.79 7407907.62 66.2 "hungry" "on feeding tree" 
 5297 49 17 781709.17 7407890.92 64.6 "hungry" "search feeding tree" 
 5298 49 18 781709.17 7407890.92 63 "hungry" "on feeding tree" 
 5299 49 19 781719.79 7407907.62 61.4 "hungry" "search feeding tree" 
 5300 49 20 781719.79 7407907.62 59.8 "hungry" "on feeding tree" 
 5301 49 21 781719.79 7407907.62 64.8 "hungry" "on feeding tree" 
 5302 49 22 781709.17 7407890.92 63.2 "hungry" "search feeding tree" 
 5303 49 23 781709.17 7407890.92 61.6 "hungry" "on feeding tree" 
 5304 49 24 781719.79 7407907.62 60 "hungry" "search feeding tree" 
 5305 49 25 781719.79 7407907.62 58.4 "hungry" "on feeding tree" 
 5306 49 26 781728.83 7407925.24 56.8 "hungry" "search feeding tree" 
 5307 49 27 781728.83 7407925.24 55.2 "hungry" "on feeding tree" 
 5308 49 28 781709.06 7407926.38 53.6 "hungry" "search feeding tree" 
 5309 49 29 781709.06 7407926.38 52 "hungry" "on feeding tree" 
 5310 49 30 781709.06 7407926.38 56 "hungry" "on feeding tree" 
 5311 49 31 781709.06 7407926.38 60 "hungry" "on feeding tree" 
 5312 49 32 781717.26 7407944.4 58.4 "hungry" "search feeding tree" 
 5313 49 33 781717.26 7407944.4 56.8 "hungry" "on feeding tree" 
 5314 49 34 781717.26 7407944.4 63.8 "hungry" "on feeding tree" 
 5315 49 35 781709.06 7407926.38 62.2 "hungry" "search feeding tree" 
 5316 49 36 781709.06 7407926.38 60.6 "hungry" "on feeding tree" 
 5317 49 37 781709.06 7407926.38 67.6 "hungry" "on feeding tree" 
 5318 49 38 781717.26 7407944.4 66 "hungry" "search feeding tree" 
 5319 49 39 781717.26 7407944.4 64.4 "hungry" "on feeding tree" 
 5320 49 40 781717.26 7407944.4 71.4 "hungry" "on feeding tree" 
 5321 49 41 781735.03 7407935.66 69.8 "hungry" "search feeding tree" 
 5322 49 42 781735.03 7407935.66 68.2 "hungry" "on feeding tree" 
 5323 49 43 781735.03 7407935.66 72.2 "hungry" "on feeding tree" 
 5324 49 44 781717.26 7407944.4 70.6 "hungry" "search feeding tree" 
 5325 49 45 781717.26 7407944.4 69 "hungry" "on feeding tree" 
 5326 49 46 781735.03 7407935.66 67.4 "hungry" "search feeding tree" 
 5327 49 47 781735.03 7407935.66 65.8 "hungry" "on feeding tree" 
 5328 49 48 781717.26 7407944.4 64.2 "hungry" "search feeding tree" 
 5329 49 49 781717.26 7407944.4 62.6 "hungry" "on feeding tree" 
 5330 49 50 781717.26 7407944.4 66.6 "hungry" "on feeding tree" 
 5331 49 51 781717.26 7407944.4 70.6 "hungry" "on feeding tree" 
 5332 49 52 781735.03 7407935.66 69 "hungry" "search feeding tree" 
 5333 49 53 781735.03 7407935.66 67.4 "hungry" "on feeding tree" 
 5334 49 54 781720.93 7407921.75 65.8 "hungry" "search feeding tree" 
 5335 49 55 781720.93 7407921.75 64.2 "hungry" "on feeding tree" 
 5336 49 56 781720.93 7407921.75 68.2 "hungry" "on feeding tree" 
 5337 49 57 781735.03 7407935.66 66.6 "hungry" "search feeding tree" 
 5338 49 58 781735.03 7407935.66 65 "hungry" "on feeding tree" 
 5339 49 59 781735.03 7407935.66 69 "hungry" "on feeding tree" 
 5340 49 60 781720.93 7407921.75 67.4 "hungry" "search feeding tree" 
 5341 49 61 781720.93 7407921.75 65.8 "hungry" "on feeding tree" 
 5342 49 62 781720.93 7407921.75 69.8 "hungry" "on feeding tree" 
 5343 49 63 781735.03 7407935.66 68.2 "hungry" "search feeding tree" 
 5344 49 64 781735.03 7407935.66 66.6 "hungry" "on feeding tree" 
 5345 49 65 781735.03 7407935.66 70.6 "hungry" "on feeding tree" 
 5346 49 66 781735.03 7407935.66 74.6 "hungry" "on feeding tree" 
 5347 49 67 781717.26 7407944.4 73 "hungry" "search feeding tree" 
 5348 49 68 781717.26 7407944.4 71.4 "hungry" "on feeding tree" 
 5349 49 69 781717.26 7407944.4 75.4 "hungry" "on feeding tree" 
 5350 49 70 781717.26 7407944.4 79.4 "hungry" "on feeding tree" 
 5351 49 71 781717.26 7407944.4 83.4 "hungry" "on feeding tree" 
 5352 49 72 781709.06 7407926.38 81.8 "hungry" "search feeding tree" 
 5353 49 73 781709.06 7407926.38 80.2 "hungry" "on feeding tree" 
 5354 49 74 781709.06 7407926.38 87.2 "hungry" "on feeding tree" 
